Station ID,Group,Sample Date (mm/dd/yyyy),Sample Time (hh:mm),Establishment Date (mm/dd/yyyy),Establishment Time (hh:mm),Time Zone,Core X:Y,Accretion Measurement 1 (mm),Accretion Measurement 2 (mm),Accretion Measurement 3 (mm),Accretion Measurement 4 (mm),Core Conditions,Organization,Personnel,Notes
CRMS0610-A18,PS6,3/12/2024,8:32,3/13/2018,8:00,CST,3;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is mineral clayey and firm; Root abundance is high; No Thatch; Soil is mix of clay and organic 
CRMS0610-A21,PS6,3/12/2024,8:32,3/13/2018,8:00,CST,5;4,,,,,No Feldspar; Core did not freeze properly,U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is flooded; Water depth is 1 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and firm; Root abundance is high; No Thatch
CRMS0610-A21,PS6,3/12/2024,8:32,3/13/2018,8:00,CST,3;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is flooded; Water depth is 1 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and firm; Root abundance is high; No Thatch
CRMS0610-A21,PS6,3/12/2024,8:32,3/13/2018,8:00,CST,2;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is flooded; Water depth is 1 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and firm; Root abundance is high; No Thatch
CRMS0610-A21,PS6,3/12/2024,8:32,3/13/2018,8:00,CST,2;4,143,144,,,Poor (broken feldspar; n=2); Pulled additional core to make up for the one that did not freeze properly,U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is flooded; Water depth is 1 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and firm; Root abundance is high; No Thatch
CRMS0610-A23,PS8,3/12/2024,8:47,3/27/2023,9:43,CST,3;1,30,27,6,4,Excellent (solid feldspar; n=4); Soil surface uneven,U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is flooded; Water depth is 0.9 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and firm; Root abundance is high; No Thatch
CRMS0610-A26,PS8,3/12/2024,8:47,3/27/2023,9:43,CST,2;3,11,17,15,11,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is flooded; Water depth is 0.8 cm; Vegetation is stressed; Dominant species is Spartina patens; No Disturbance; Soil is mineral clayey and firm; Root abundance is medium; No Thatch; Soil is clay/organic mix
CRMS0610-A29,PS8,3/12/2024,8:47,3/27/2023,9:43,CST,4;4,4,2,2,,Fair (broken feldspar; n=3),U.S. GEOL SURVEY (USGS),E. Fromenthal; R. Villani; B. Bergeron,Site is wet; Water depth is 0 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is organic and firm; Root abundance is medium; No Thatch
CRMS0614-A22,PS6,3/13/2024,11:19,3/6/2018,9:17,CST,1;2,63,58,,,Poor (broken feldspar; n=2),U.S. GEOL SURVEY (USGS),R. Villani; B. Bergeron,Site is flooded; Water depth is 1 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; No Disturbance; Soil is mineral silty and firm; Root abundance is medium; No Thatch; Plot is a mix of dead and healthy Spartina alterniflora
CRMS0614-A24,PS8,3/13/2024,11:25,4/10/2023,13:57,CST,3;5,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),R. Villani; B. Bergeron,Site is flooded; Water depth is 10 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; No Disturbance; Soil is mineral silty and firm; Root abundance is high; No Thatch
CRMS0614-A24,PS8,3/13/2024,11:25,4/10/2023,13:57,CST,1;2,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),R. Villani; B. Bergeron,Site is flooded; Water depth is 10 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; No Disturbance; Soil is mineral silty and firm; Root abundance is high; No Thatch
CRMS0614-A24,PS8,3/13/2024,11:25,4/10/2023,13:57,CST,5;5,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),R. Villani; B. Bergeron,Site is flooded; Water depth is 10 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; No Disturbance; Soil is mineral silty and firm; Root abundance is high; No Thatch
CRMS0614-A25,PS6,3/13/2024,11:19,3/6/2018,9:17,CST,1;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),R. Villani; B. Bergeron,Site is flooded; Water depth is 26 cm; Vegetation is none; Dominant species is none; No Disturbance; Soil is mineral clayey and firm; No Thatch; Plot is open water
CRMS0614-A25,PS6,3/13/2024,11:19,3/6/2018,9:17,CST,2;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),R. Villani; B. Bergeron,Site is flooded; Water depth is 26 cm; Vegetation is none; Dominant species is none; No Disturbance; Soil is mineral clayey and firm; No Thatch; Plot is open water
CRMS0614-A25,PS6,3/13/2024,11:19,3/6/2018,9:17,CST,1;2,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),R. Villani; B. Bergeron,Site is flooded; Water depth is 26 cm; Vegetation is none; Dominant species is none; No Disturbance; Soil is mineral clayey and firm; No Thatch; Plot is open water
CRMS0614-A27,PS8,3/13/2024,11:25,4/10/2023,13:57,CST,1;5,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),R. Villani; B. Bergeron,Site is flooded; Water depth is 35 cm; Vegetation is none; Dominant species is none; No Disturbance; Soil is mineral clayey and firm; Root abundance is low; No Thatch; Plot is open water
CRMS0614-A27,PS8,3/13/2024,11:25,4/10/2023,13:57,CST,2;2,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),R. Villani; B. Bergeron,Site is flooded; Water depth is 35 cm; Vegetation is none; Dominant species is none; No Disturbance; Soil is mineral clayey and firm; Root abundance is low; No Thatch; Plot is open water
CRMS0614-A27,PS8,3/13/2024,11:25,4/10/2023,13:57,CST,5;5,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),R. Villani; B. Bergeron,Site is flooded; Water depth is 35 cm; Vegetation is none; Dominant species is none; No Disturbance; Soil is mineral clayey and firm; Root abundance is low; No Thatch; Plot is open water
CRMS0614-A28,PS6,3/13/2024,11:19,3/6/2018,9:17,CST,1;2,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),R. Villani; B. Bergeron,Site is flooded; Water depth is 25 cm; Vegetation is none; Dominant species is none; No Disturbance; Soil is mineraL clayey and firm; Root abundance is low; No Thatch; Plot is open water
CRMS0614-A28,PS6,3/13/2024,11:19,3/6/2018,9:17,CST,3;4,,,,,"No Feldspar; Very distinct clay layer in core, photos 2876-2880",U.S. GEOL SURVEY (USGS),R. Villani; B. Bergeron,Site is flooded; Water depth is 25 cm; Vegetation is none; Dominant species is none; No Disturbance; Soil is mineraL clayey and firm; Root abundance is low; No Thatch; Plot is open water
CRMS0614-A28,PS6,3/13/2024,11:19,3/6/2018,9:17,CST,2;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),R. Villani; B. Bergeron,Site is flooded; Water depth is 25 cm; Vegetation is none; Dominant species is none; No Disturbance; Soil is mineraL clayey and firm; Root abundance is low; No Thatch; Plot is open water
CRMS0614-A30,PS8,3/13/2024,11:25,4/10/2023,13:57,CST,4;4,20,17,,,Poor (broken feldspar; n=2),U.S. GEOL SURVEY (USGS),R. Villani; B. Bergeron,Site is flooded; Water depth is 28 cm; Vegetation is none; Dominant species is none; No Disturbance; Soil is mineral clayey and firm; Root abundance is low; No Thatch; Plot is open water
CRMS0615-A03,PS3,3/13/2024,8:40,3/13/2012,14:15,CST,4;2,,,,,No Feldspar; Feldspar present but core not frozen properly so couldn’t measure,U.S. GEOL SURVEY (USGS),R. Villani; B. Bergeron,Site is flooded; Water depth is 6 cm; Vegetation is senesced; Dominant species is Distichlis spicata; No Disturbance; Soil is organic and soft; Root abundance is medium; No Thatch
CRMS0615-A03,PS3,3/13/2024,8:40,3/13/2012,14:15,CST,1;2,151,153,,,Poor (broken feldspar; n=2),U.S. GEOL SURVEY (USGS),R. Villani; B. Bergeron,Site is flooded; Water depth is 6 cm; Vegetation is senesced; Dominant species is Distichlis spicata; No Disturbance; Soil is organic and soft; Root abundance is medium; No Thatch
CRMS0615-A07,PS3,3/13/2024,8:40,3/13/2012,14:15,CST,3;5,63,64,73,63,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),R. Villani; B. Bergeron,Site is flooded; Water depth is 10 cm; Vegetation is none; Dominant species is none; No Disturbance; Soil is mineral clayey and firm; Root abundance is high; No Thatch; Plot is open water
CRMS0615-A11,PS3,3/13/2024,8:40,3/13/2012,14:15,CST,5;4,43,42,,,Poor (broken feldspar; n=2),U.S. GEOL SURVEY (USGS),R. Villani; B. Bergeron,Site is flooded; Water depth is 7 cm; Vegetation is dead; Dominant species is Bolboschoenus robustus; No Disturbance; Soil is mineral clayey and firm; Root abundance is medium; No Thatch; Plot is open water
CRMS0615-A14,PS6,3/13/2024,8:47,3/14/2018,13:30,CST,2;4,61,64,64,,Fair (broken feldspar; n=3),U.S. GEOL SURVEY (USGS),R. Villani; B. Bergeron,"Site is flooded; Water depth is 9 cm; Vegetation is dead; Dominant species is Spartina patens; No Disturbance; Soil is mineral clayey and soft; Root abundance is low; No Thatch; Organic at top and near feldspar, rest is clayey; plot is mostly open water and unvegetated"
CRMS0615-A17,PS6,3/13/2024,8:47,3/14/2018,13:30,CST,5;5,75,76,73,80,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),R. Villani; B. Bergeron,Site is flooded; Water depth is 10 cm; Vegetation is none; Dominant species is none; No Disturbance; Soil is mineral clayey and firm; Root abundance is medium; No Thatch; Plot is open water
CRMS0615-A20,PS6,3/13/2024,8:47,3/14/2018,13:30,CST,1;1,65,60,,,Poor (broken feldspar; n=2),U.S. GEOL SURVEY (USGS),R. Villani; B. Bergeron,Site is flooded; Water depth is 8 cm; Vegetation is dead; Dominant species is Spartina patens; No Disturbance; Soil is mineral clayey and firm; Root abundance is low; No Thatch
CRMS0615-A24,PS8,3/13/2024,9:02,4/10/2023,11:59,CST,1;1,16,10,9,,Fair (broken feldspar; n=3),U.S. GEOL SURVEY (USGS),R. Villani; B. Bergeron,Site is flooded; Water depth is 13 cm; Vegetation is healthy; Dominant species is Distichlis spicata; No Disturbance; Soil is mineral clayey and firm; Root abundance is low; No Thatch; Plot is open water and sparsely vegetated (only 2 plant stems present)
CRMS0615-A27,PS8,3/13/2024,9:02,4/10/2023,11:59,CST,2;5,20,20,,,Poor (broken feldspar; n=2),U.S. GEOL SURVEY (USGS),R. Villani; B. Bergeron,Site is flooded; Water depth is 9.5 cm; Vegetation is dead; Dominant species is Bolboschoenus robustus; No Disturbance; Soil is mineral clayey and firm; Root abundance is high; No Thatch; Plot is mostly open water with one clump of vegetation 
CRMS0615-A30,PS8,3/13/2024,9:02,4/10/2023,11:59,CST,4;5,9,7,0,11,Excellent (solid feldspar; n=4); Feldspar partially on surface,U.S. GEOL SURVEY (USGS),R. Villani; B. Bergeron,Site is flooded; Water depth is 9 cm; Vegetation is none; Dominant species is none; No Disturbance; Soil is mineral clayey and firm; Root abundance is high; No Thatch; Plot is open water
CRMS0626-A14,PS6,3/14/2024,8:20,3/6/2018,13:00,CST,2;5,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,Site is wet; Water depth is 0 cm; Vegetation is dead; Dominant species is Phragmites australis; No Disturbance; Soil is mineral silty and firm; Root abundance is low; No Thatch; Silty with some organic material
CRMS0626-A14,PS6,3/14/2024,8:20,3/6/2018,13:00,CST,5;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,Site is wet; Water depth is 0 cm; Vegetation is dead; Dominant species is Phragmites australis; No Disturbance; Soil is mineral silty and firm; Root abundance is low; No Thatch; Silty with some organic material
CRMS0626-A14,PS6,3/14/2024,8:20,3/6/2018,13:00,CST,4;3,26,39,,,Poor (broken feldspar; n=2),U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,Site is wet; Water depth is 0 cm; Vegetation is dead; Dominant species is Phragmites australis; No Disturbance; Soil is mineral silty and firm; Root abundance is low; No Thatch; Silty with some organic material
CRMS0626-A17,PS6,3/14/2024,8:20,3/6/2018,13:00,CST,3;4,15,14,,,Poor (broken feldspar; n=2),U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,Site is wet; Water depth is 0 cm; Vegetation is dead; Dominant species is Phragmites australis; No Disturbance; Soil is mineral silty and firm; Root abundance is medium; No Thatch; Silty and organic; 
CRMS0626-A20,PS6,3/14/2024,8:20,3/6/2018,13:00,CST,1;5,52,45,,,"Poor (broken feldspar; n=2); There’s other feldspar deeper in core at 94mm, looks like feldspar drift from an earlier plot",U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,Site is wet; Water depth is 0 cm; Vegetation is dead; Dominant species is Phragmites australis; No Disturbance; Soil is mineral silty and soft; Root abundance is medium; No Thatch
CRMS0626-A22,PS8,3/14/2024,8:32,3/23/2023,11:45,CST,1;4,5,6,4,,Fair (broken feldspar; n=3),U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,Site is wet; Water depth is 0 cm; Vegetation is dead; Dominant species is Phragmites australis; Disturbance is animal trail; Soil is mineral silty and firm; Root abundance is medium; No Thatch; Silty with some organic mixed in
CRMS0626-A25,PS8,3/14/2024,8:32,3/23/2023,11:45,CST,1;2,7,9,9,11,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,Site is flooded; Water depth is 1.7 cm; Vegetation is dead; Dominant species is Phragmites australis; No Disturbance; Soil is mineral silty and firm; Root abundance is medium; No Thatch; Silty and organic
CRMS0626-A28,PS8,3/14/2024,8:32,3/23/2023,11:45,CST,1;3,3,6,0,0,Excellent (solid feldspar; n=4); Feldspar partially on the surface,U.S. GEOL SURVEY (USGS),E. Fromenthal; B. Bergeron; R. Villani,"Site is flooded; Water depth is 2.3 cm; Vegetation is dead; Dominant species is Phragmites australis; No Disturbance; Soil is mineral silty and firm; Root abundance is low; No Thatch; Silty with clay at bottom of core, silty and organic at top and near feldspar "
CRMS0633-A03,PS3,3/18/2024,11:40,3/2/2012,12:56,CST,3;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is flooded; Water depth is 0 cm; Vegetation is healthy; Dominant species is Typha sp; Disturbance is animal trail, other; Soil is mineral silty; Root abundance is medium; No Thatch; Large disturbance throughout RSET area and many accretion plots - see photos 2886-9, possibly hogs; animal disturbance/wrack mess has consolidated into the normal surface of the plot making it very hard to determine where actual surface is, looks like 1ft of wrack."
CRMS0633-A03,PS3,3/18/2024,11:40,3/2/2012,12:56,CST,3;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is flooded; Water depth is 0 cm; Vegetation is healthy; Dominant species is Typha sp; Disturbance is animal trail, other; Soil is mineral silty; Root abundance is medium; No Thatch; Large disturbance throughout RSET area and many accretion plots - see photos 2886-9, possibly hogs; animal disturbance/wrack mess has consolidated into the normal surface of the plot making it very hard to determine where actual surface is, looks like 1ft of wrack."
CRMS0633-A03,PS3,3/18/2024,11:40,3/2/2012,12:56,CST,4;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is flooded; Water depth is 0 cm; Vegetation is healthy; Dominant species is Typha sp; Disturbance is animal trail, other; Soil is mineral silty; Root abundance is medium; No Thatch; Large disturbance throughout RSET area and many accretion plots - see photos 2886-9, possibly hogs; animal disturbance/wrack mess has consolidated into the normal surface of the plot making it very hard to determine where actual surface is, looks like 1ft of wrack."
CRMS0633-A07,PS3,3/18/2024,11:40,3/2/2012,12:56,CST,2;5,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 3 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; No Disturbance; Soil is mineral silty and firm; Root abundance is high; Thatch thickness is 3 cm; Accretion measured to below thatch
CRMS0633-A07,PS3,3/18/2024,11:40,3/2/2012,12:56,CST,3;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 3 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; No Disturbance; Soil is mineral silty and firm; Root abundance is high; Thatch thickness is 3 cm; Accretion measured to below thatch
CRMS0633-A07,PS3,3/18/2024,11:40,3/2/2012,12:56,CST,2;1,177,182,165,,Fair (broken feldspar; n=3),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 3 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; No Disturbance; Soil is mineral silty and firm; Root abundance is high; Thatch thickness is 3 cm; Accretion measured to below thatch
CRMS0633-A11,PS3,3/18/2024,11:40,3/2/2012,12:56,CST,2;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 2 cm; Vegetation is senesced; Dominant species is Spartina patens; Disturbance is animal trail; Soil is mineral silty and soft; Root abundance is medium; No Thatch; Plot is in large animal trail that looks like part of overall hog disturbance; plot is half open water
CRMS0633-A11,PS3,3/18/2024,11:40,3/2/2012,12:56,CST,5;5,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 2 cm; Vegetation is senesced; Dominant species is Spartina patens; Disturbance is animal trail; Soil is mineral silty and soft; Root abundance is medium; No Thatch; Plot is in large animal trail that looks like part of overall hog disturbance; plot is half open water
CRMS0633-A11,PS3,3/18/2024,11:40,3/2/2012,12:56,CST,2;2,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 2 cm; Vegetation is senesced; Dominant species is Spartina patens; Disturbance is animal trail; Soil is mineral silty and soft; Root abundance is medium; No Thatch; Plot is in large animal trail that looks like part of overall hog disturbance; plot is half open water
CRMS0633-A14,PS6,3/18/2024,12:15,3/9/2018,11:00,CST,1;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is flooded; Water depth is 8 cm; Vegetation is healthy; Dominant species is Spartina patens; Disturbance is animal trail; Soil is mineral silty and soft; Root abundance is low; No Thatch; Plot is in a regular animal trail, possibly nutria, and not in the big hog-disturbed area"
CRMS0633-A14,PS6,3/18/2024,12:15,3/9/2018,11:00,CST,4;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is flooded; Water depth is 8 cm; Vegetation is healthy; Dominant species is Spartina patens; Disturbance is animal trail; Soil is mineral silty and soft; Root abundance is low; No Thatch; Plot is in a regular animal trail, possibly nutria, and not in the big hog-disturbed area"
CRMS0633-A14,PS6,3/18/2024,12:15,3/9/2018,11:00,CST,5;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,"Site is flooded; Water depth is 8 cm; Vegetation is healthy; Dominant species is Spartina patens; Disturbance is animal trail; Soil is mineral silty and soft; Root abundance is low; No Thatch; Plot is in a regular animal trail, possibly nutria, and not in the big hog-disturbed area"
CRMS0633-A18,PS6,3/18/2024,12:15,3/9/2018,11:00,CST,5;1,38,42,45,43,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 2 cm; Vegetation is dead; Dominant species is Spartina patens; No Disturbance; Soil is mineral silty and firm; Root abundance is medium; Thatch thickness is 0.7 cm; Accretion measured to below thatch
CRMS0633-A19,PS8,3/18/2024,12:09,3/22/2023,12:59,CST,1;2,5,7,3,,Fair (broken feldspar; n=3),U.S. GEOL SURVEY (USGS),G. Kees; B. Bergeron; R. Villani,Site is flooded; Water depth is 1.5 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is mineral silty and soft; Root abundance is high; Thatch thickness is 3.5 cm; Accretion measured to below thatch; Clay layer at very bottom of core
CRMS0633-A24,PS8,3/18/2024,12:09,3/22/2023,12:59,CST,4;1,13,10,8,11,Excellent (solid feldspar; n=4),U.S. GEOL SURVEY (USGS),G. Kees; B. Bergeron; R. Villani,"Site is flooded; Water depth is 4.5 cm; Vegetation is dead; Dominant species is Spartina patens; Disturbance is animal trail, other; Soil is mineral silty and soft; Root abundance is medium; No Thatch; Disturbance is edge of larger hog disturbance area"
CRMS0633-A26,PS8,3/18/2024,12:09,3/22/2023,12:59,CST,2;1,11,12,0,12,Excellent (solid feldspar; n=4); Feldspar partially on surface ,U.S. GEOL SURVEY (USGS),G. Kees; B. Bergeron; R. Villani,"Site is flooded; Water depth is 5 cm; Vegetation is dead; Dominant species is Spartina patens; No Disturbance; Soil is organic and firm, Mixed with silt; Root abundance is high; No Thatch "
CRMS0633-A29,PS6,3/18/2024,12:15,3/9/2018,11:00,CST,5;5,67,63,65,71,"Excellent (solid feldspar; n=4); 2 feldspar layers, shallower solid layer entered above and seems correct for PS6; deeper layer is one blob of feldspar at 185mm",U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 4.5 cm; Vegetation is senesced; Dominant species is Spartina patens; No Disturbance; Soil is mineral silty and soft; Root abundance is high; Thatch thickness is 2 cm; Accretion measured to below thatch
CRMS0638-A03,PS3,3/20/2024,12:15,3/28/2012,12:45,CST,2;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 15 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; Disturbance is animal trail; Soil is organic and firm; Root abundance is high; No Thatch; Clumps of unattached roots and plant material floating in water column throughout site area
CRMS0638-A03,PS3,3/20/2024,12:15,3/28/2012,12:45,CST,2;4,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 15 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; Disturbance is animal trail; Soil is organic and firm; Root abundance is high; No Thatch; Clumps of unattached roots and plant material floating in water column throughout site area
CRMS0638-A03,PS3,3/20/2024,12:15,3/28/2012,12:45,CST,2;2,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 15 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; Disturbance is animal trail; Soil is organic and firm; Root abundance is high; No Thatch; Clumps of unattached roots and plant material floating in water column throughout site area
CRMS0638-A07,PS3,3/20/2024,12:15,3/28/2012,12:45,CST,2;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 12.5 cm; Vegetation is dead; Dominant species is Schoenoplectus americanus; Disturbance is animal trail; Soil is organic and soft; Root abundance is high; Thatch thickness is 4.5 cm; Accretion measured to below thatch; Clay layer present around 4cm depth
CRMS0638-A07,PS3,3/20/2024,12:15,3/28/2012,12:45,CST,1;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 12.5 cm; Vegetation is dead; Dominant species is Schoenoplectus americanus; Disturbance is animal trail; Soil is organic and soft; Root abundance is high; Thatch thickness is 4.5 cm; Accretion measured to below thatch; Clay layer present around 4cm depth
CRMS0638-A07,PS3,3/20/2024,12:15,3/28/2012,12:45,CST,5;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 12.5 cm; Vegetation is dead; Dominant species is Schoenoplectus americanus; Disturbance is animal trail; Soil is organic and soft; Root abundance is high; Thatch thickness is 4.5 cm; Accretion measured to below thatch; Clay layer present around 4cm depth
CRMS0638-A11,PS3,3/20/2024,12:15,3/28/2012,12:45,CST,1;3,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 9 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; Disturbance is animal trail; Soil is organic and firm; Root abundance is high; Thatch thickness is 5.5 cm; Accretion measured to below thatch
CRMS0638-A11,PS3,3/20/2024,12:15,3/28/2012,12:45,CST,1;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 9 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; Disturbance is animal trail; Soil is organic and firm; Root abundance is high; Thatch thickness is 5.5 cm; Accretion measured to below thatch
CRMS0638-A11,PS3,3/20/2024,12:15,3/28/2012,12:45,CST,2;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 9 cm; Vegetation is senesced; Dominant species is Schoenoplectus americanus; Disturbance is animal trail; Soil is organic and firm; Root abundance is high; Thatch thickness is 5.5 cm; Accretion measured to below thatch
CRMS0638-A14,PS6,3/20/2024,12:39,3/21/2018,14:47,CST,4;3,32,29,,,Poor (broken feldspar; n=2); Feldspar very faint,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 9 cm; Vegetation is healthy; Dominant species is Spartina patens; No Disturbance; Soil is organic and soft; Root abundance is medium; No Thatch
CRMS0638-A17,PS6,3/20/2024,12:39,3/21/2018,14:47,CST,5;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 15 cm; Vegetation is healthy; Dominant species is Spartina patens; Disturbance is animal trail; Soil is organic and soft; Root abundance is low; Thatch thickness is 5 cm; Accretion measured to below thatch; Clay layer present around 4cm depth
CRMS0638-A17,PS6,3/20/2024,12:39,3/21/2018,14:47,CST,2;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 15 cm; Vegetation is healthy; Dominant species is Spartina patens; Disturbance is animal trail; Soil is organic and soft; Root abundance is low; Thatch thickness is 5 cm; Accretion measured to below thatch; Clay layer present around 4cm depth
CRMS0638-A17,PS6,3/20/2024,12:39,3/21/2018,14:47,CST,4;1,,,,,No Feldspar,U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 15 cm; Vegetation is healthy; Dominant species is Spartina patens; Disturbance is animal trail; Soil is organic and soft; Root abundance is low; Thatch thickness is 5 cm; Accretion measured to below thatch; Clay layer present around 4cm depth
CRMS0638-A19,PS8,3/20/2024,12:54,3/29/2023,11:46,CST,3;4,4,2,5,,Fair (broken feldspar; n=3),U.S. GEOL SURVEY (USGS),G. Kees; R. Villani; B. Bergeron,Site is flooded; Water depth is 13 cm; Vegetation is dead; Dominant species is Schoenoplectus americanus; Disturbance is animal trail; Soil is organic and firm; Root abundance is high; Thatch thickness is 6 cm; Accretion measured to below thatch; Clumps of unattached roots and plant material floating in water column.
